Ada, Dwight D Eisenhower, Republican, 69.9
Adams
Bannock, Dwight D Eisenhower, Republican, 53.49
Bear Lake
Benewah, Dwight D Eisenhower, Republican, 50.29
Bingham
Blaine, Dwight D Eisenhower, Republican, 58.47
Boise
Bonner, Dwight D Eisenhower, Republican, 52.75
Bonneville, Dwight D Eisenhower, Republican, 66.15
Boundary, Dwight D Eisenhower, Republican, 55.19
Butte
Camas
Canyon, Dwight D Eisenhower, Republican, 67.17
Caribou
Cassia
Clark
Clearwater
Custer
Elmore, Dwight D Eisenhower, Republican, 51.23
Franklin
Fremont
Gem, Dwight D Eisenhower, Republican, 58.72
Gooding, Dwight D Eisenhower, Republican, 61.36
Idaho, Dwight D Eisenhower, Republican, 51.36
Jefferson
Jerome
Kootenai, Dwight D Eisenhower, Republican, 54.29
Latah
Lemhi
Lewis
Lincoln
Madison
Minidoka
Nez Perce
Oneida
Owyhee
Payette, Dwight D Eisenhower, Republican, 65.35
Power
Shoshone
Teton
Twin Falls
Valley
Washington
